id,customer_id,order_date,amount_rm,product_family
order-0131-3,cust-0131,2026-04-10,4926.44,power_tools
order-0131-4,cust-0131,2026-01-31,5600.17,power_tools
order-0131-5,cust-0131,2026-01-14,11407.46,measuring
order-0131-6,cust-0131,2026-02-03,9702.77,firestop
order-0132-1,cust-0132,2025-12-07,6677.01,power_tools
order-0133-1,cust-0133,2026-03-25,11098.36,anchors
order-0133-2,cust-0133,2026-05-02,15122.6,power_tools
order-0133-3,cust-0133,2025-06-15,18266.81,anchors
order-0134-1,cust-0134,2025-05-23,11420.5,fasteners
order-0134-2,cust-0134,2025-07-07,12014.53,measuring
order-0134-3,cust-0134,2025-08-29,12952.72,power_tools
order-0135-1,cust-0135,2026-03-21,15844.41,firestop
order-0135-2,cust-0135,2025-06-17,18695.76,power_tools
order-0135-3,cust-0135,2026-04-10,5942.54,power_tools
order-0135-4,cust-0135,2025-08-29,8278.1,fasteners
order-0135-5,cust-0135,2025-12-30,9178.31,fasteners
order-0135-6,cust-0135,2025-07-16,19476.41,fasteners
order-0136-1,cust-0136,2026-02-05,16821.19,measuring
order-0136-2,cust-0136,2025-12-12,8991.49,anchors
order-0137-1,cust-0137,2026-02-13,4646.39,power_tools
order-0137-2,cust-0137,2026-02-13,4533.27,anchors
order-0138-1,cust-0138,2026-03-14,9101.47,fasteners
order-0138-2,cust-0138,2025-11-19,3245.86,fasteners
order-0138-3,cust-0138,2025-09-05,7756.85,measuring
order-0138-4,cust-0138,2025-08-20,6409.1,anchors
order-0138-5,cust-0138,2026-03-21,7438.95,anchors
order-0138-6,cust-0138,2025-05-10,6977.32,firestop
order-0139-1,cust-0139,2025-11-06,2140.28,firestop
order-0139-2,cust-0139,2025-09-05,2786.7,power_tools
order-0140-1,cust-0140,2026-03-18,3059.97,power_tools
order-0140-2,cust-0140,2026-01-03,5422.49,fasteners
order-0140-3,cust-0140,2025-05-13,5102.24,firestop
order-0140-4,cust-0140,2026-01-31,5351.46,fasteners
order-0141-1,cust-0141,2025-08-08,12754.64,measuring
order-0141-2,cust-0141,2025-12-23,5358.54,firestop
order-0141-3,cust-0141,2025-05-18,4482.9,power_tools
order-0141-4,cust-0141,2025-11-30,16513.47,anchors
order-0141-5,cust-0141,2025-06-08,16298.89,power_tools
order-0141-6,cust-0141,2026-05-02,6752.11,fasteners
order-0142-1,cust-0142,2025-10-10,15470.08,power_tools
order-0142-2,cust-0142,2025-08-28,7040.45,anchors
order-0142-3,cust-0142,2025-10-14,8581.54,firestop
order-0142-4,cust-0142,2025-11-05,13915.96,anchors
order-0142-5,cust-0142,2025-12-08,12919.73,measuring
order-0142-6,cust-0142,2025-10-27,7457.54,anchors
order-0143-1,cust-0143,2025-05-19,12902.3,measuring
order-0143-2,cust-0143,2025-12-28,3699.64,fasteners
order-0143-3,cust-0143,2026-03-10,6378.21,power_tools
order-0143-4,cust-0143,2025-11-20,7570.78,power_tools
order-0144-1,cust-0144,2025-08-28,7506.48,firestop
order-0144-2,cust-0144,2025-11-05,5965.35,measuring
order-0144-3,cust-0144,2025-05-18,5667.67,power_tools
order-0144-4,cust-0144,2025-08-22,3978.27,measuring
order-0144-5,cust-0144,2025-05-31,2392.53,fasteners
order-0144-6,cust-0144,2026-01-22,7437.38,power_tools
order-0145-1,cust-0145,2025-07-14,6848.98,anchors
order-0145-2,cust-0145,2025-10-11,3502.46,measuring
order-0145-3,cust-0145,2025-08-07,6765.38,fasteners
order-0145-4,cust-0145,2026-02-19,12275.83,power_tools
order-0145-5,cust-0145,2026-03-04,8077.36,firestop
order-0146-1,cust-0146,2025-11-24,3755.17,fasteners
order-0147-1,cust-0147,2025-09-29,16975.17,firestop
order-0148-1,cust-0148,2025-12-25,4044.49,measuring
order-0149-1,cust-0149,2025-08-30,19118.73,anchors
order-0149-2,cust-0149,2025-08-28,11606.72,firestop
order-0149-3,cust-0149,2026-03-27,11519.43,fasteners
order-0149-4,cust-0149,2026-04-30,17927.19,fasteners
order-0149-5,cust-0149,2025-11-20,15185.01,firestop
order-0149-6,cust-0149,2025-05-22,7110.13,fasteners
order-0150-1,cust-0150,2026-03-17,2931.71,measuring
order-0150-2,cust-0150,2026-01-17,10254.23,fasteners
order-0150-3,cust-0150,2025-11-06,7995.11,power_tools
order-0150-4,cust-0150,2026-03-10,2840.84,fasteners
order-0151-1,cust-0151,2025-08-21,18704.81,fasteners
order-0151-2,cust-0151,2025-06-22,20453.03,fasteners
order-0151-3,cust-0151,2025-08-11,22419.2,firestop
order-0152-1,cust-0152,2025-08-02,843.17,power_tools
order-0153-1,cust-0153,2026-01-17,3731.34,measuring
order-0153-2,cust-0153,2025-08-11,1306.39,anchors
order-0153-3,cust-0153,2026-03-07,3561.85,firestop
order-0153-4,cust-0153,2025-12-03,1559.4,anchors
order-0153-5,cust-0153,2026-01-27,2528.73,power_tools
order-0153-6,cust-0153,2025-10-17,2834.95,firestop
order-0154-1,cust-0154,2025-08-26,7801.82,measuring
order-0154-2,cust-0154,2025-06-30,3497.4,anchors
order-0155-1,cust-0155,2025-05-17,6683.99,measuring
order-0155-2,cust-0155,2026-01-02,5243.89,measuring
order-0155-3,cust-0155,2025-10-19,4716.43,measuring
order-0156-1,cust-0156,2025-06-05,11781.42,power_tools
order-0156-2,cust-0156,2025-07-29,12629.1,power_tools
order-0156-3,cust-0156,2025-07-21,4331.06,fasteners
order-0156-4,cust-0156,2025-12-18,12789.71,power_tools
order-0157-1,cust-0157,2026-01-02,5496.88,measuring
order-0157-2,cust-0157,2025-12-01,5605.71,power_tools
order-0157-3,cust-0157,2025-09-27,4376.52,anchors
order-0157-4,cust-0157,2026-01-15,5921.12,fasteners
order-0158-1,cust-0158,2025-05-13,18908.45,firestop
order-0158-2,cust-0158,2026-04-12,5594.34,anchors
order-0159-1,cust-0159,2026-03-11,4213.87,firestop
order-0159-2,cust-0159,2025-09-17,10972.47,anchors
order-0159-3,cust-0159,2026-02-12,6621.96,measuring
order-0159-4,cust-0159,2025-05-23,5994.03,fasteners
order-0160-1,cust-0160,2025-06-23,3021.39,anchors
order-0160-2,cust-0160,2025-12-06,3879.45,anchors
order-0161-1,cust-0161,2026-04-19,4449.71,fasteners
order-0161-2,cust-0161,2025-09-08,13160.79,fasteners
order-0162-1,cust-0162,2025-06-23,11722.21,fasteners
order-0162-2,cust-0162,2025-05-26,17040.32,measuring
order-0162-3,cust-0162,2025-11-19,4834.08,measuring
order-0162-4,cust-0162,2025-08-16,13432.7,fasteners
order-0162-5,cust-0162,2026-04-09,10021.63,power_tools
order-0162-6,cust-0162,2025-10-28,5944.5,firestop
order-0163-1,cust-0163,2025-06-24,4853.12,anchors
order-0163-2,cust-0163,2026-01-01,4828.44,firestop
order-0163-3,cust-0163,2025-12-26,5570.72,power_tools
order-0163-4,cust-0163,2025-10-12,9017.82,firestop
order-0164-1,cust-0164,2026-01-07,8281.45,anchors
order-0164-2,cust-0164,2025-11-03,12043.82,measuring
order-0164-3,cust-0164,2026-02-28,13322.35,fasteners
order-0164-4,cust-0164,2026-04-04,12294.72,anchors
order-0164-5,cust-0164,2025-05-14,9568.59,measuring
order-0165-1,cust-0165,2025-07-23,3119.5,measuring
order-0165-2,cust-0165,2026-04-05,3856.89,anchors
order-0165-3,cust-0165,2026-04-04,1924.78,anchors
order-0165-4,cust-0165,2025-10-24,4029.57,firestop
order-0165-5,cust-0165,2025-07-03,3750.86,anchors
order-0165-6,cust-0165,2025-08-08,965.08,measuring
order-0166-1,cust-0166,2026-03-08,8752.54,fasteners
order-0166-2,cust-0166,2025-05-09,14641.27,power_tools
order-0166-3,cust-0166,2025-12-05,10005.67,power_tools
order-0166-4,cust-0166,2025-10-23,7704.1,firestop
order-0166-5,cust-0166,2025-10-31,17426.17,firestop
order-0167-1,cust-0167,2025-12-19,8683.8,firestop
order-0167-2,cust-0167,2026-04-03,11310.74,anchors
order-0167-3,cust-0167,2026-03-22,9879.39,measuring
order-0167-4,cust-0167,2026-03-09,11312.97,power_tools
order-0168-1,cust-0168,2025-10-14,3173.99,power_tools
order-0168-2,cust-0168,2025-10-09,3449.23,anchors
order-0168-3,cust-0168,2025-09-29,2742.02,anchors
order-0168-4,cust-0168,2026-03-29,3454.58,anchors
order-0168-5,cust-0168,2026-02-09,2992.59,fasteners
order-0169-1,cust-0169,2025-10-27,2129.95,firestop
order-0170-1,cust-0170,2026-04-07,1488.51,anchors
order-0170-2,cust-0170,2025-05-09,1608.16,anchors
order-0171-1,cust-0171,2025-09-29,6200.61,power_tools
order-0171-2,cust-0171,2025-07-06,11037.53,firestop
order-0172-1,cust-0172,2026-01-22,14557.67,firestop
order-0172-2,cust-0172,2025-08-31,12310.59,firestop
order-0172-3,cust-0172,2025-12-11,7973.97,firestop
order-0173-1,cust-0173,2025-06-08,4024.21,anchors
order-0173-2,cust-0173,2025-10-13,7934.95,anchors
order-0174-1,cust-0174,2026-04-03,15672.62,firestop
order-0174-2,cust-0174,2025-10-07,5874.03,fasteners
order-0174-3,cust-0174,2025-06-06,9864.77,firestop
order-0174-4,cust-0174,2025-09-25,11445.19,fasteners
order-0174-5,cust-0174,2025-08-31,17709.49,power_tools
order-0175-1,cust-0175,2026-01-02,13671.36,fasteners
order-0175-2,cust-0175,2026-03-01,4993.94,measuring
order-0175-3,cust-0175,2025-10-07,13252.04,measuring
order-0176-1,cust-0176,2026-04-18,8478.54,power_tools
order-0176-2,cust-0176,2026-03-19,10242.63,measuring
order-0176-3,cust-0176,2026-02-03,6848.94,power_tools
order-0176-4,cust-0176,2025-10-03,5157.68,anchors
order-0176-5,cust-0176,2025-12-01,5183.7,power_tools
order-0177-1,cust-0177,2025-09-25,9559.2,fasteners
order-0177-2,cust-0177,2026-03-25,4407.83,measuring
order-0178-1,cust-0178,2025-05-24,3497.56,measuring
order-0178-2,cust-0178,2026-03-19,1087.87,power_tools
order-0178-3,cust-0178,2025-09-24,2784.98,firestop
order-0178-4,cust-0178,2025-07-13,2201.19,power_tools
order-0178-5,cust-0178,2025-09-13,2258.69,firestop
order-0178-6,cust-0178,2026-03-09,2979.17,firestop
order-0179-1,cust-0179,2025-09-17,19992.86,firestop
order-0180-1,cust-0180,2026-02-28,7387.0,fasteners
order-0180-2,cust-0180,2025-12-12,12451.15,measuring
order-0181-1,cust-0181,2025-07-05,2661.38,firestop
order-0181-2,cust-0181,2025-11-11,3404.48,firestop
order-0181-3,cust-0181,2025-12-09,2458.71,fasteners
order-0181-4,cust-0181,2026-02-05,4579.03,fasteners
order-0181-5,cust-0181,2026-03-25,1923.85,measuring
order-0181-6,cust-0181,2025-06-26,2412.79,firestop
order-0182-1,cust-0182,2025-11-07,17271.98,anchors
order-0182-2,cust-0182,2025-08-25,7177.69,fasteners
order-0182-3,cust-0182,2025-11-03,8237.7,anchors
order-0183-1,cust-0183,2025-08-05,13777.33,measuring
order-0183-2,cust-0183,2025-12-15,13898.92,measuring
order-0184-1,cust-0184,2025-11-17,2726.83,anchors
order-0185-1,cust-0185,2025-05-10,3133.39,anchors
order-0185-2,cust-0185,2025-08-01,5911.14,anchors
order-0185-3,cust-0185,2025-07-06,2840.53,power_tools
order-0185-4,cust-0185,2026-04-02,3135.04,fasteners
order-0186-1,cust-0186,2026-02-21,18404.49,firestop
order-0186-2,cust-0186,2026-02-04,19344.52,measuring
order-0187-1,cust-0187,2026-04-01,5361.48,anchors
order-0187-2,cust-0187,2026-02-12,6681.95,firestop
order-0187-3,cust-0187,2025-08-18,7101.71,fasteners
order-0187-4,cust-0187,2025-05-30,7555.0,firestop
order-0187-5,cust-0187,2025-11-18,3635.8,measuring
order-0187-6,cust-0187,2025-06-11,2835.78,measuring
order-0188-1,cust-0188,2025-10-18,7357.27,anchors
order-0188-2,cust-0188,2026-01-25,5630.07,measuring
order-0188-3,cust-0188,2025-11-23,13385.01,firestop
order-0189-1,cust-0189,2025-05-15,19783.5,firestop
order-0190-1,cust-0190,2025-07-26,1736.97,anchors
order-0190-2,cust-0190,2025-12-01,1432.79,measuring
order-0190-3,cust-0190,2026-01-01,2504.1,measuring
order-0190-4,cust-0190,2025-12-13,1641.03,fasteners
order-0191-1,cust-0191,2025-07-21,7622.25,anchors
order-0191-2,cust-0191,2025-09-18,9703.99,measuring
order-0191-3,cust-0191,2026-01-25,10272.0,anchors
order-0192-1,cust-0192,2025-11-09,21417.84,firestop
order-0192-2,cust-0192,2025-08-17,16411.98,fasteners
order-0193-1,cust-0193,2026-04-29,8554.46,measuring
order-0193-2,cust-0193,2025-05-27,7419.15,fasteners
order-0193-3,cust-0193,2025-10-11,15528.04,anchors
order-0193-4,cust-0193,2025-08-02,8791.19,anchors
order-0193-5,cust-0193,2025-07-07,4160.95,power_tools
order-0193-6,cust-0193,2026-04-27,8053.73,power_tools
order-0194-1,cust-0194,2026-01-04,16814.9,firestop
order-0194-2,cust-0194,2025-10-16,15090.14,firestop
order-0194-3,cust-0194,2026-01-01,13039.09,power_tools
order-0194-4,cust-0194,2025-07-26,17503.76,power_tools
order-0194-5,cust-0194,2025-11-05,11740.7,power_tools
order-0194-6,cust-0194,2025-08-18,19054.87,firestop
order-0195-1,cust-0195,2025-06-11,15241.45,measuring
order-0195-2,cust-0195,2026-03-10,17050.6,firestop
order-0196-1,cust-0196,2025-11-21,8919.93,anchors
order-0196-2,cust-0196,2026-04-30,12654.18,fasteners
order-0197-1,cust-0197,2026-01-13,5450.64,fasteners
order-0197-2,cust-0197,2025-08-04,3176.98,measuring
order-0197-3,cust-0197,2026-04-27,10057.39,anchors
order-0198-1,cust-0198,2026-02-13,3492.0,power_tools
order-0198-2,cust-0198,2025-10-30,7059.33,power_tools
order-0199-1,cust-0199,2025-11-30,2716.68,firestop
order-0199-2,cust-0199,2025-11-03,2831.4,fasteners
order-0199-3,cust-0199,2025-06-26,2523.91,anchors
order-0199-4,cust-0199,2025-05-13,1058.14,firestop
order-0199-5,cust-0199,2025-10-25,3482.97,power_tools
order-0200-1,cust-0200,2025-08-23,4883.02,fasteners
order-0200-2,cust-0200,2025-09-14,11970.27,firestop
order-0201-1,cust-0201,2025-09-21,2394.52,anchors
order-0201-2,cust-0201,2026-03-30,2229.25,power_tools
order-0201-3,cust-0201,2025-12-01,2266.6,fasteners
order-0202-1,cust-0202,2026-03-09,10314.0,fasteners
order-0202-2,cust-0202,2025-06-17,5420.79,anchors
order-0202-3,cust-0202,2025-09-15,8483.19,firestop
order-0202-4,cust-0202,2025-07-31,10038.97,fasteners
order-0202-5,cust-0202,2025-08-24,4940.46,power_tools
order-0202-6,cust-0202,2026-04-03,13521.37,power_tools
order-0203-1,cust-0203,2025-11-18,4214.29,measuring
order-0203-2,cust-0203,2025-05-10,5407.33,anchors
order-0204-1,cust-0204,2026-01-22,12559.71,fasteners
order-0204-2,cust-0204,2026-04-07,17041.79,power_tools
order-0204-3,cust-0204,2025-07-15,4989.29,measuring
order-0204-4,cust-0204,2025-05-18,19292.17,firestop
order-0205-1,cust-0205,2025-12-27,11937.33,firestop
order-0205-2,cust-0205,2025-12-10,12905.01,measuring
order-0205-3,cust-0205,2026-01-26,23490.28,measuring
order-0205-4,cust-0205,2025-05-15,21133.86,anchors
order-0205-5,cust-0205,2026-01-04,19441.51,anchors
order-0205-6,cust-0205,2026-04-19,19274.76,anchors
order-0206-1,cust-0206,2026-04-06,13476.04,fasteners
order-0206-2,cust-0206,2025-06-24,3907.73,fasteners
order-0206-3,cust-0206,2025-07-07,7169.99,fasteners
order-0206-4,cust-0206,2025-10-07,11985.19,firestop
order-0206-5,cust-0206,2026-03-23,7564.89,firestop
order-0207-1,cust-0207,2025-08-31,6577.99,fasteners
order-0207-2,cust-0207,2025-10-20,3747.67,firestop
order-0207-3,cust-0207,2026-01-05,1961.07,power_tools
order-0207-4,cust-0207,2025-06-28,4696.24,fasteners
order-0207-5,cust-0207,2026-01-14,6819.02,firestop
order-0208-1,cust-0208,2025-06-13,3156.64,measuring
order-0208-2,cust-0208,2025-10-07,2198.16,power_tools
order-0208-3,cust-0208,2025-06-11,4517.24,fasteners
order-0208-4,cust-0208,2026-03-26,2695.71,power_tools
order-0209-1,cust-0209,2025-07-26,3306.63,fasteners
order-0209-2,cust-0209,2025-11-06,7420.58,anchors
order-0210-1,cust-0210,2025-07-12,3458.44,anchors
order-0211-1,cust-0211,2026-04-10,3906.66,firestop
order-0211-2,cust-0211,2025-12-23,2761.68,measuring
order-0211-3,cust-0211,2025-09-09,3488.36,power_tools
order-0211-4,cust-0211,2026-03-19,2742.87,firestop
order-0211-5,cust-0211,2026-03-14,4277.2,anchors
order-0211-6,cust-0211,2026-04-15,3083.46,power_tools
order-0212-1,cust-0212,2025-08-03,14079.23,fasteners
order-0213-1,cust-0213,2025-10-10,16667.69,anchors
order-0214-1,cust-0214,2025-08-05,1316.62,firestop
order-0214-2,cust-0214,2026-05-02,3523.28,anchors
order-0214-3,cust-0214,2025-10-13,2233.28,firestop
order-0215-1,cust-0215,2025-07-28,13354.43,anchors
order-0216-1,cust-0216,2025-06-09,4811.54,anchors
order-0216-2,cust-0216,2025-06-18,9542.52,firestop
order-0217-1,cust-0217,2026-04-30,3297.93,firestop
order-0217-2,cust-0217,2026-03-16,5066.72,anchors
order-0217-3,cust-0217,2026-03-31,8288.65,anchors
order-0217-4,cust-0217,2026-01-13,7686.4,firestop
order-0217-5,cust-0217,2026-04-26,5179.15,fasteners
order-0217-6,cust-0217,2025-10-02,4051.65,power_tools
order-0218-1,cust-0218,2025-07-29,16395.05,firestop
order-0218-2,cust-0218,2025-11-21,24041.39,power_tools
order-0218-3,cust-0218,2026-03-06,23983.57,firestop
order-0218-4,cust-0218,2026-02-10,15920.19,power_tools
order-0218-5,cust-0218,2025-06-18,21199.36,power_tools
order-0218-6,cust-0218,2025-09-12,15650.02,power_tools
order-0219-1,cust-0219,2026-04-02,11607.96,fasteners
order-0219-2,cust-0219,2025-07-22,10759.2,anchors
order-0219-3,cust-0219,2026-04-13,16381.04,anchors
order-0220-1,cust-0220,2025-11-26,9791.63,measuring
order-0220-2,cust-0220,2026-04-15,3923.11,firestop
order-0220-3,cust-0220,2025-05-20,8795.91,firestop
order-0221-1,cust-0221,2025-11-14,5556.96,firestop
order-0221-2,cust-0221,2025-07-05,16894.21,power_tools
order-0221-3,cust-0221,2025-08-08,12448.57,measuring
order-0221-4,cust-0221,2026-04-02,12085.24,measuring
order-0221-5,cust-0221,2025-11-03,9154.94,measuring
order-0221-6,cust-0221,2025-06-18,12134.17,measuring
order-0222-1,cust-0222,2026-02-08,7359.51,fasteners
order-0222-2,cust-0222,2025-10-25,4556.72,fasteners
order-0222-3,cust-0222,2026-02-20,5099.89,fasteners
order-0222-4,cust-0222,2025-08-11,2647.95,measuring
order-0222-5,cust-0222,2025-09-30,6366.63,fasteners
order-0223-1,cust-0223,2025-12-24,10772.85,power_tools
order-0223-2,cust-0223,2025-05-12,7710.44,fasteners
order-0223-3,cust-0223,2025-08-14,12883.35,firestop
order-0223-4,cust-0223,2025-11-07,18487.26,anchors
order-0224-1,cust-0224,2025-06-24,4787.28,power_tools
order-0224-2,cust-0224,2025-07-20,5007.07,firestop
order-0225-1,cust-0225,2025-07-29,10804.29,firestop
order-0226-1,cust-0226,2025-09-20,12293.77,measuring
order-0226-2,cust-0226,2025-12-30,5605.93,fasteners
order-0226-3,cust-0226,2025-10-01,12183.88,power_tools
order-0226-4,cust-0226,2026-03-05,3585.31,power_tools
order-0226-5,cust-0226,2026-01-01,12432.62,fasteners
order-0226-6,cust-0226,2025-06-23,14561.23,fasteners
order-0227-1,cust-0227,2025-08-05,5552.04,fasteners
order-0227-2,cust-0227,2025-11-26,13385.17,fasteners
order-0227-3,cust-0227,2026-03-03,3530.62,firestop
order-0227-4,cust-0227,2025-11-15,7731.63,firestop
order-0227-5,cust-0227,2025-10-08,7145.85,anchors
order-0227-6,cust-0227,2026-04-26,6100.82,fasteners
order-0228-1,cust-0228,2026-01-18,3606.47,anchors
order-0228-2,cust-0228,2025-11-27,2940.96,anchors
order-0228-3,cust-0228,2026-01-28,8382.66,fasteners
order-0228-4,cust-0228,2025-11-20,6446.78,fasteners
order-0228-5,cust-0228,2025-05-21,10650.63,anchors
order-0229-1,cust-0229,2025-07-25,6452.44,firestop
order-0230-1,cust-0230,2025-07-11,12599.84,measuring
order-0230-2,cust-0230,2025-10-30,10831.99,firestop
order-0230-3,cust-0230,2025-09-11,11046.07,power_tools
order-0231-1,cust-0231,2025-10-30,1488.12,fasteners
order-0231-2,cust-0231,2026-04-12,1649.3,anchors
order-0231-3,cust-0231,2025-12-22,3585.96,anchors
order-0231-4,cust-0231,2025-12-20,1124.29,fasteners
order-0232-1,cust-0232,2026-01-25,6876.74,firestop
order-0232-2,cust-0232,2025-06-10,13679.7,fasteners
order-0233-1,cust-0233,2025-11-23,4616.67,anchors
order-0233-2,cust-0233,2025-07-08,9233.56,firestop
order-0233-3,cust-0233,2025-10-16,12571.85,measuring
order-0233-4,cust-0233,2025-08-01,11431.64,anchors
order-0234-1,cust-0234,2025-05-11,3621.59,power_tools
order-0234-2,cust-0234,2025-10-24,7953.61,measuring
order-0234-3,cust-0234,2025-07-27,3828.59,fasteners
order-0235-1,cust-0235,2026-03-06,3117.27,firestop
order-0235-2,cust-0235,2025-06-02,6656.76,measuring
order-0235-3,cust-0235,2025-11-26,3545.92,power_tools
order-0235-4,cust-0235,2026-03-16,10041.07,power_tools
order-0236-1,cust-0236,2025-11-24,4269.26,fasteners
order-0236-2,cust-0236,2025-12-04,2466.65,firestop
order-0237-1,cust-0237,2025-11-19,5695.19,firestop
order-0237-2,cust-0237,2026-04-04,9575.4,fasteners
order-0238-1,cust-0238,2025-10-30,4143.33,power_tools
order-0238-2,cust-0238,2025-12-31,4609.67,power_tools
order-0239-1,cust-0239,2025-10-18,20052.13,power_tools
order-0239-2,cust-0239,2026-01-16,14918.0,measuring
order-0239-3,cust-0239,2025-07-05,6987.96,firestop
order-0239-4,cust-0239,2025-07-27,9409.71,anchors
order-0240-1,cust-0240,2025-05-14,8022.83,power_tools
order-0240-2,cust-0240,2025-12-12,10348.01,anchors
order-0241-1,cust-0241,2025-12-04,13723.12,fasteners
order-0241-2,cust-0241,2026-01-27,8008.4,power_tools
order-0241-3,cust-0241,2026-01-01,14752.78,fasteners
order-0241-4,cust-0241,2025-05-23,11583.85,fasteners
order-0241-5,cust-0241,2026-02-08,14941.47,measuring
order-0241-6,cust-0241,2025-10-27,7000.23,measuring
order-0242-1,cust-0242,2026-04-03,4718.53,measuring
order-0242-2,cust-0242,2025-12-31,4159.76,anchors
order-0242-3,cust-0242,2025-09-18,1948.51,power_tools
order-0242-4,cust-0242,2026-03-05,3577.63,anchors
order-0242-5,cust-0242,2025-08-19,4050.04,power_tools
order-0243-1,cust-0243,2025-10-30,10708.69,fasteners
order-0243-2,cust-0243,2026-01-04,11222.67,measuring
order-0243-3,cust-0243,2025-06-06,8151.63,measuring
order-0244-1,cust-0244,2025-12-19,5113.85,power_tools
order-0244-2,cust-0244,2025-12-03,6393.57,anchors
order-0245-1,cust-0245,2026-04-06,3841.24,power_tools
order-0245-2,cust-0245,2025-06-16,4662.02,fasteners
order-0245-3,cust-0245,2025-09-11,5965.57,firestop
order-0245-4,cust-0245,2025-06-09,6296.44,firestop
order-0245-5,cust-0245,2025-07-06,4559.52,measuring
order-0245-6,cust-0245,2025-09-09,6706.41,firestop
order-0246-1,cust-0246,2025-07-19,6566.43,power_tools
order-0247-1,cust-0247,2025-09-28,4373.53,anchors
order-0247-2,cust-0247,2025-11-21,3667.43,power_tools
order-0247-3,cust-0247,2025-05-27,3057.06,power_tools
order-0247-4,cust-0247,2025-07-12,1451.48,measuring
order-0247-5,cust-0247,2025-12-30,2130.4,fasteners
order-0248-1,cust-0248,2026-03-11,5823.62,anchors
order-0248-2,cust-0248,2025-10-03,5961.74,firestop
order-0248-3,cust-0248,2025-10-05,3034.24,fasteners
order-0248-4,cust-0248,2025-08-19,5608.01,measuring
order-0248-5,cust-0248,2026-04-28,4998.87,fasteners
order-0248-6,cust-0248,2026-03-20,3821.55,power_tools
order-0249-1,cust-0249,2025-08-06,12163.13,power_tools
order-0249-2,cust-0249,2025-06-13,16365.02,measuring
order-0249-3,cust-0249,2026-01-08,13539.29,measuring
order-0249-4,cust-0249,2026-04-29,10733.96,fasteners
order-0249-5,cust-0249,2025-07-30,9548.01,anchors
order-0250-1,cust-0250,2026-03-29,4447.29,measuring
order-0250-2,cust-0250,2025-09-12,4609.73,anchors
order-0250-3,cust-0250,2026-03-31,2477.18,anchors
order-0250-4,cust-0250,2025-10-16,6541.91,fasteners
order-0251-1,cust-0251,2025-09-15,12554.06,measuring
order-0251-2,cust-0251,2026-04-20,6056.99,power_tools
order-0251-3,cust-0251,2026-02-23,8083.97,fasteners
order-0251-4,cust-0251,2026-03-09,12989.55,measuring
order-0252-1,cust-0252,2025-10-03,3535.06,anchors
order-0252-2,cust-0252,2025-09-23,2421.57,fasteners
order-0252-3,cust-0252,2025-11-24,2921.46,fasteners
order-0252-4,cust-0252,2025-06-12,2238.48,measuring
order-0252-5,cust-0252,2026-04-08,2216.02,measuring
order-0252-6,cust-0252,2025-07-03,1654.13,power_tools
order-0253-1,cust-0253,2025-10-02,15261.06,power_tools
order-0253-2,cust-0253,2025-07-20,12504.2,anchors
order-0253-3,cust-0253,2026-03-24,9930.62,power_tools
order-0254-1,cust-0254,2026-04-02,4962.64,power_tools
order-0254-2,cust-0254,2025-10-25,7746.83,power_tools
order-0254-3,cust-0254,2025-10-17,5475.36,measuring
order-0254-4,cust-0254,2025-09-24,9874.03,measuring
order-0254-5,cust-0254,2025-10-01,8436.15,measuring
order-0255-1,cust-0255,2025-09-21,3170.86,power_tools
order-0255-2,cust-0255,2026-04-30,2232.57,anchors
order-0256-1,cust-0256,2025-12-09,8437.68,measuring
order-0256-2,cust-0256,2026-01-12,11241.33,anchors
order-0257-1,cust-0257,2025-08-24,15520.97,measuring
order-0258-1,cust-0258,2025-06-20,6615.77,fasteners
order-0258-2,cust-0258,2026-03-23,14228.19,anchors
order-0258-3,cust-0258,2025-11-25,17651.58,firestop
order-0258-4,cust-0258,2026-02-13,18376.16,fasteners
order-0259-1,cust-0259,2026-04-28,5233.62,power_tools
order-0259-2,cust-0259,2025-09-11,2753.01,fasteners
order-0259-3,cust-0259,2025-07-03,4671.26,firestop
order-0260-1,cust-0260,2025-06-21,7403.53,power_tools
order-0260-2,cust-0260,2025-11-09,12592.45,anchors
order-0260-3,cust-0260,2025-08-08,10478.85,firestop
order-0261-1,cust-0261,2025-05-31,6812.19,anchors
order-0261-2,cust-0261,2025-09-28,3935.36,firestop
order-0261-3,cust-0261,2026-02-16,7681.2,power_tools
order-0261-4,cust-0261,2025-10-25,3123.54,measuring
order-0261-5,cust-0261,2025-10-21,3854.32,power_tools
order-0261-6,cust-0261,2025-05-27,8290.45,anchors
order-0262-1,cust-0262,2026-02-18,8817.42,fasteners
order-0262-2,cust-0262,2026-01-17,3035.15,anchors
order-0262-3,cust-0262,2025-05-22,8032.86,fasteners
order-0263-1,cust-0263,2025-05-23,19046.34,power_tools
order-0263-2,cust-0263,2025-12-27,6603.54,measuring
order-0263-3,cust-0263,2026-03-02,14049.11,firestop
order-0263-4,cust-0263,2026-03-28,17535.96,measuring
order-0263-5,cust-0263,2025-12-19,10541.43,measuring
order-0264-1,cust-0264,2026-04-27,7699.5,firestop
order-0264-2,cust-0264,2025-08-14,14435.2,power_tools
order-0265-1,cust-0265,2025-11-23,3152.52,anchors
order-0265-2,cust-0265,2025-10-13,2736.46,fasteners
order-0265-3,cust-0265,2025-12-08,1332.39,anchors
order-0266-1,cust-0266,2025-11-17,6157.55,anchors
order-0266-2,cust-0266,2025-07-11,3312.53,anchors
