id,customer_id,salesperson_id,visited_at,outcome,notes
visit-0105-4,cust-0105,sp-ampang,2026-02-20,order,Synthetic order visit.
visit-0106-1,cust-0106,sp-ampang,2026-02-21,follow_up,Synthetic follow up visit.
visit-0106-2,cust-0106,sp-ampang,2025-10-08,follow_up,Synthetic follow up visit.
visit-0107-1,cust-0107,sp-ampang,2025-12-16,order,Synthetic order visit.
visit-0107-2,cust-0107,sp-ampang,2025-11-21,closed,Synthetic closed visit.
visit-0107-3,cust-0107,sp-ampang,2026-02-23,closed,Synthetic closed visit.
visit-0107-4,cust-0107,sp-ampang,2025-12-28,order,Synthetic order visit.
visit-0108-1,cust-0108,sp-ampang,2025-09-29,follow_up,Synthetic follow up visit.
visit-0108-2,cust-0108,sp-ampang,2025-10-24,order,Synthetic order visit.
visit-0108-3,cust-0108,sp-ampang,2026-02-21,follow_up,Synthetic follow up visit.
visit-0109-1,cust-0109,sp-ampang,2026-04-28,follow_up,Synthetic follow up visit.
visit-0109-2,cust-0109,sp-ampang,2026-04-14,order,Synthetic order visit.
visit-0109-3,cust-0109,sp-ampang,2026-03-25,follow_up,Synthetic follow up visit.
visit-0110-1,cust-0110,sp-ampang,2026-03-01,follow_up,Synthetic follow up visit.
visit-0110-2,cust-0110,sp-ampang,2025-11-14,follow_up,Synthetic follow up visit.
visit-0111-1,cust-0111,sp-ampang,2026-01-19,order,Synthetic order visit.
visit-0112-1,cust-0112,sp-ampang,2025-11-16,closed,Synthetic closed visit.
visit-0112-2,cust-0112,sp-ampang,2025-12-31,no_interest,Synthetic no interest visit.
visit-0112-3,cust-0112,sp-ampang,2025-12-05,order,Synthetic order visit.
visit-0112-4,cust-0112,sp-ampang,2025-09-27,order,Synthetic order visit.
visit-0112-5,cust-0112,sp-ampang,2025-11-01,order,Synthetic order visit.
visit-0113-1,cust-0113,sp-ampang,2026-01-17,no_interest,Synthetic no interest visit.
visit-0113-2,cust-0113,sp-ampang,2025-09-13,order,Synthetic order visit.
visit-0114-1,cust-0114,sp-ampang,2026-02-03,closed,Synthetic closed visit.
visit-0114-2,cust-0114,sp-ampang,2026-04-08,order,Synthetic order visit.
visit-0114-3,cust-0114,sp-ampang,2026-02-25,order,Synthetic order visit.
visit-0115-1,cust-0115,sp-ampang,2025-09-12,order,Synthetic order visit.
visit-0115-2,cust-0115,sp-ampang,2025-11-05,follow_up,Synthetic follow up visit.
visit-0115-3,cust-0115,sp-ampang,2026-04-21,order,Synthetic order visit.
visit-0115-4,cust-0115,sp-ampang,2025-10-05,follow_up,Synthetic follow up visit.
visit-0116-1,cust-0116,sp-ampang,2026-02-09,order,Synthetic order visit.
visit-0116-2,cust-0116,sp-ampang,2025-09-23,follow_up,Synthetic follow up visit.
visit-0116-3,cust-0116,sp-ampang,2025-12-13,order,Synthetic order visit.
visit-0117-1,cust-0117,sp-ampang,2025-11-29,order,Synthetic order visit.
visit-0117-2,cust-0117,sp-ampang,2025-10-02,order,Synthetic order visit.
visit-0117-3,cust-0117,sp-ampang,2026-02-28,follow_up,Synthetic follow up visit.
visit-0117-4,cust-0117,sp-ampang,2025-11-07,closed,Synthetic closed visit.
visit-0118-1,cust-0118,sp-ampang,2025-10-18,follow_up,Synthetic follow up visit.
visit-0118-2,cust-0118,sp-ampang,2026-03-17,closed,Synthetic closed visit.
visit-0118-3,cust-0118,sp-ampang,2025-10-21,closed,Synthetic closed visit.
visit-0118-4,cust-0118,sp-ampang,2025-11-01,follow_up,Synthetic follow up visit.
visit-0119-1,cust-0119,sp-ampang,2025-10-08,order,Synthetic order visit.
visit-0119-2,cust-0119,sp-ampang,2025-12-10,follow_up,Synthetic follow up visit.
visit-0119-3,cust-0119,sp-ampang,2026-02-12,follow_up,Synthetic follow up visit.
visit-0120-1,cust-0120,sp-ampang,2026-02-11,order,Synthetic order visit.
visit-0120-2,cust-0120,sp-ampang,2025-12-10,order,Synthetic order visit.
visit-0120-3,cust-0120,sp-ampang,2025-09-17,order,Synthetic order visit.
visit-0121-1,cust-0121,sp-ampang,2026-03-07,order,Synthetic order visit.
visit-0122-1,cust-0122,sp-ampang,2025-11-19,order,Synthetic order visit.
visit-0122-2,cust-0122,sp-ampang,2026-04-06,closed,Synthetic closed visit.
visit-0122-3,cust-0122,sp-ampang,2026-04-13,order,Synthetic order visit.
visit-0123-1,cust-0123,sp-ampang,2025-12-21,no_interest,Synthetic no interest visit.
visit-0123-2,cust-0123,sp-ampang,2026-04-16,follow_up,Synthetic follow up visit.
visit-0123-3,cust-0123,sp-ampang,2026-04-14,closed,Synthetic closed visit.
visit-0123-4,cust-0123,sp-ampang,2026-04-22,follow_up,Synthetic follow up visit.
visit-0124-1,cust-0124,sp-ampang,2025-11-01,follow_up,Synthetic follow up visit.
visit-0124-2,cust-0124,sp-ampang,2025-10-11,follow_up,Synthetic follow up visit.
visit-0124-3,cust-0124,sp-ampang,2025-10-15,follow_up,Synthetic follow up visit.
visit-0124-4,cust-0124,sp-ampang,2026-01-02,follow_up,Synthetic follow up visit.
visit-0125-1,cust-0125,sp-ampang,2025-10-05,follow_up,Synthetic follow up visit.
visit-0125-2,cust-0125,sp-ampang,2026-04-13,closed,Synthetic closed visit.
visit-0125-3,cust-0125,sp-ampang,2026-01-27,order,Synthetic order visit.
visit-0125-4,cust-0125,sp-ampang,2025-10-08,order,Synthetic order visit.
visit-0125-5,cust-0125,sp-ampang,2026-01-24,no_interest,Synthetic no interest visit.
visit-0126-1,cust-0126,sp-ampang,2025-09-16,no_interest,Synthetic no interest visit.
visit-0126-2,cust-0126,sp-ampang,2025-11-12,no_interest,Synthetic no interest visit.
visit-0126-3,cust-0126,sp-ampang,2025-10-23,order,Synthetic order visit.
visit-0127-1,cust-0127,sp-ampang,2026-01-14,order,Synthetic order visit.
visit-0127-2,cust-0127,sp-ampang,2026-02-05,no_interest,Synthetic no interest visit.
visit-0127-3,cust-0127,sp-ampang,2025-10-14,follow_up,Synthetic follow up visit.
visit-0128-1,cust-0128,sp-ampang,2026-03-08,closed,Synthetic closed visit.
visit-0129-1,cust-0129,sp-ampang,2026-01-15,order,Synthetic order visit.
visit-0129-2,cust-0129,sp-ampang,2025-10-21,order,Synthetic order visit.
visit-0130-1,cust-0130,sp-ampang,2026-02-28,no_interest,Synthetic no interest visit.
visit-0130-2,cust-0130,sp-ampang,2026-04-21,order,Synthetic order visit.
visit-0130-3,cust-0130,sp-ampang,2025-11-26,follow_up,Synthetic follow up visit.
visit-0130-4,cust-0130,sp-ampang,2026-02-02,follow_up,Synthetic follow up visit.
visit-0131-1,cust-0131,sp-ampang,2026-04-24,order,Synthetic order visit.
visit-0131-2,cust-0131,sp-ampang,2025-10-07,closed,Synthetic closed visit.
visit-0132-1,cust-0132,sp-ampang,2025-10-08,order,Synthetic order visit.
visit-0133-1,cust-0133,sp-ampang,2025-10-04,no_interest,Synthetic no interest visit.
visit-0133-2,cust-0133,sp-ampang,2026-04-18,follow_up,Synthetic follow up visit.
visit-0133-3,cust-0133,sp-ampang,2025-09-30,order,Synthetic order visit.
visit-0134-1,cust-0134,sp-ampang,2026-03-06,order,Synthetic order visit.
visit-0134-2,cust-0134,sp-ampang,2025-12-08,order,Synthetic order visit.
visit-0134-3,cust-0134,sp-ampang,2026-01-28,closed,Synthetic closed visit.
visit-0134-4,cust-0134,sp-ampang,2026-02-22,order,Synthetic order visit.
visit-0134-5,cust-0134,sp-ampang,2026-02-20,order,Synthetic order visit.
visit-0135-1,cust-0135,sp-ampang,2025-12-30,follow_up,Synthetic follow up visit.
visit-0136-1,cust-0136,sp-ampang,2025-12-18,order,Synthetic order visit.
visit-0136-2,cust-0136,sp-ampang,2026-04-26,order,Synthetic order visit.
visit-0136-3,cust-0136,sp-ampang,2025-11-19,order,Synthetic order visit.
visit-0136-4,cust-0136,sp-ampang,2026-04-12,order,Synthetic order visit.
visit-0137-1,cust-0137,sp-ampang,2025-10-10,follow_up,Synthetic follow up visit.
visit-0137-2,cust-0137,sp-ampang,2025-09-22,order,Synthetic order visit.
visit-0137-3,cust-0137,sp-ampang,2026-02-11,order,Synthetic order visit.
visit-0138-1,cust-0138,sp-ampang,2025-10-09,order,Synthetic order visit.
visit-0138-2,cust-0138,sp-ampang,2026-01-27,order,Synthetic order visit.
visit-0138-3,cust-0138,sp-ampang,2026-01-18,order,Synthetic order visit.
visit-0138-4,cust-0138,sp-ampang,2025-10-29,no_interest,Synthetic no interest visit.
visit-0138-5,cust-0138,sp-ampang,2025-10-16,closed,Synthetic closed visit.
visit-0139-1,cust-0139,sp-ampang,2026-04-17,order,Synthetic order visit.
visit-0139-2,cust-0139,sp-ampang,2026-01-22,closed,Synthetic closed visit.
visit-0139-3,cust-0139,sp-ampang,2026-03-18,no_interest,Synthetic no interest visit.
visit-0139-4,cust-0139,sp-ampang,2026-02-12,order,Synthetic order visit.
visit-0140-1,cust-0140,sp-ampang,2025-11-28,no_interest,Synthetic no interest visit.
visit-0140-2,cust-0140,sp-ampang,2026-04-20,follow_up,Synthetic follow up visit.
visit-0141-1,cust-0141,sp-ampang,2026-04-11,order,Synthetic order visit.
visit-0141-2,cust-0141,sp-ampang,2025-10-23,order,Synthetic order visit.
visit-0141-3,cust-0141,sp-ampang,2025-10-19,no_interest,Synthetic no interest visit.
visit-0141-4,cust-0141,sp-ampang,2025-11-16,follow_up,Synthetic follow up visit.
visit-0141-5,cust-0141,sp-ampang,2025-12-02,no_interest,Synthetic no interest visit.
visit-0142-1,cust-0142,sp-ampang,2025-10-08,closed,Synthetic closed visit.
visit-0142-2,cust-0142,sp-ampang,2025-12-26,no_interest,Synthetic no interest visit.
visit-0142-3,cust-0142,sp-ampang,2025-12-02,closed,Synthetic closed visit.
visit-0142-4,cust-0142,sp-ampang,2025-10-06,no_interest,Synthetic no interest visit.
visit-0143-1,cust-0143,sp-ampang,2026-01-22,order,Synthetic order visit.
visit-0143-2,cust-0143,sp-ampang,2026-01-08,order,Synthetic order visit.
visit-0143-3,cust-0143,sp-ampang,2025-11-04,order,Synthetic order visit.
visit-0144-1,cust-0144,sp-ampang,2025-10-19,follow_up,Synthetic follow up visit.
visit-0144-2,cust-0144,sp-ampang,2026-02-28,follow_up,Synthetic follow up visit.
visit-0144-3,cust-0144,sp-ampang,2026-04-23,follow_up,Synthetic follow up visit.
visit-0144-4,cust-0144,sp-ampang,2026-01-14,closed,Synthetic closed visit.
visit-0145-1,cust-0145,sp-ampang,2026-03-04,follow_up,Synthetic follow up visit.
visit-0145-2,cust-0145,sp-ampang,2026-04-07,order,Synthetic order visit.
visit-0146-1,cust-0146,sp-ampang,2026-02-02,order,Synthetic order visit.
visit-0147-1,cust-0147,sp-ampang,2025-10-01,closed,Synthetic closed visit.
visit-0147-2,cust-0147,sp-ampang,2025-11-15,follow_up,Synthetic follow up visit.
visit-0147-3,cust-0147,sp-ampang,2026-04-05,order,Synthetic order visit.
visit-0147-4,cust-0147,sp-ampang,2026-02-04,follow_up,Synthetic follow up visit.
visit-0147-5,cust-0147,sp-ampang,2025-09-20,order,Synthetic order visit.
visit-0148-1,cust-0148,sp-ampang,2026-04-15,follow_up,Synthetic follow up visit.
visit-0148-2,cust-0148,sp-ampang,2026-01-19,follow_up,Synthetic follow up visit.
visit-0149-1,cust-0149,sp-ampang,2026-01-29,order,Synthetic order visit.
visit-0149-2,cust-0149,sp-ampang,2026-04-22,follow_up,Synthetic follow up visit.
visit-0149-3,cust-0149,sp-ampang,2025-10-04,follow_up,Synthetic follow up visit.
visit-0149-4,cust-0149,sp-ampang,2026-01-01,follow_up,Synthetic follow up visit.
visit-0150-1,cust-0150,sp-ampang,2025-09-28,order,Synthetic order visit.
visit-0150-2,cust-0150,sp-ampang,2025-09-22,follow_up,Synthetic follow up visit.
visit-0150-3,cust-0150,sp-ampang,2025-12-10,no_interest,Synthetic no interest visit.
visit-0150-4,cust-0150,sp-ampang,2026-04-04,order,Synthetic order visit.
visit-0150-5,cust-0150,sp-ampang,2026-04-13,order,Synthetic order visit.
visit-0151-1,cust-0151,sp-ampang,2026-04-22,order,Synthetic order visit.
visit-0151-2,cust-0151,sp-ampang,2026-01-12,follow_up,Synthetic follow up visit.
visit-0151-3,cust-0151,sp-ampang,2025-09-23,order,Synthetic order visit.
visit-0152-1,cust-0152,sp-ampang,2025-12-23,order,Synthetic order visit.
visit-0152-2,cust-0152,sp-ampang,2026-03-29,closed,Synthetic closed visit.
visit-0153-1,cust-0153,sp-ampang,2025-09-12,no_interest,Synthetic no interest visit.
visit-0153-2,cust-0153,sp-ampang,2025-11-13,order,Synthetic order visit.
visit-0153-3,cust-0153,sp-ampang,2025-12-08,order,Synthetic order visit.
visit-0153-4,cust-0153,sp-ampang,2025-10-27,follow_up,Synthetic follow up visit.
visit-0153-5,cust-0153,sp-ampang,2025-09-25,closed,Synthetic closed visit.
visit-0154-1,cust-0154,sp-ampang,2026-01-28,order,Synthetic order visit.
visit-0154-2,cust-0154,sp-ampang,2025-12-29,follow_up,Synthetic follow up visit.
visit-0154-3,cust-0154,sp-ampang,2026-03-06,closed,Synthetic closed visit.
visit-0154-4,cust-0154,sp-ampang,2025-11-29,order,Synthetic order visit.
visit-0155-1,cust-0155,sp-ampang,2025-10-28,follow_up,Synthetic follow up visit.
visit-0156-1,cust-0156,sp-ampang,2026-03-15,order,Synthetic order visit.
visit-0156-2,cust-0156,sp-ampang,2026-03-13,follow_up,Synthetic follow up visit.
visit-0156-3,cust-0156,sp-ampang,2026-02-01,closed,Synthetic closed visit.
visit-0157-1,cust-0157,sp-ampang,2026-01-05,order,Synthetic order visit.
visit-0157-2,cust-0157,sp-ampang,2025-12-30,no_interest,Synthetic no interest visit.
visit-0157-3,cust-0157,sp-ampang,2026-02-25,no_interest,Synthetic no interest visit.
visit-0157-4,cust-0157,sp-ampang,2026-04-10,order,Synthetic order visit.
visit-0157-5,cust-0157,sp-ampang,2025-12-04,follow_up,Synthetic follow up visit.
visit-0158-1,cust-0158,sp-ampang,2026-02-04,order,Synthetic order visit.
visit-0158-2,cust-0158,sp-ampang,2026-03-06,order,Synthetic order visit.
visit-0158-3,cust-0158,sp-ampang,2025-12-31,order,Synthetic order visit.
visit-0159-1,cust-0159,sp-ampang,2026-01-14,no_interest,Synthetic no interest visit.
visit-0159-2,cust-0159,sp-ampang,2025-10-13,follow_up,Synthetic follow up visit.
visit-0160-1,cust-0160,sp-ampang,2025-10-09,no_interest,Synthetic no interest visit.
visit-0161-1,cust-0161,sp-pj,2026-01-26,follow_up,Synthetic follow up visit.
visit-0161-2,cust-0161,sp-pj,2026-02-14,follow_up,Synthetic follow up visit.
visit-0161-3,cust-0161,sp-pj,2026-02-18,follow_up,Synthetic follow up visit.
visit-0162-1,cust-0162,sp-pj,2025-12-25,follow_up,Synthetic follow up visit.
visit-0162-2,cust-0162,sp-pj,2026-04-15,follow_up,Synthetic follow up visit.
visit-0163-1,cust-0163,sp-pj,2025-10-13,follow_up,Synthetic follow up visit.
visit-0163-2,cust-0163,sp-pj,2026-02-03,follow_up,Synthetic follow up visit.
visit-0163-3,cust-0163,sp-pj,2025-10-14,order,Synthetic order visit.
visit-0163-4,cust-0163,sp-pj,2026-04-23,follow_up,Synthetic follow up visit.
visit-0164-1,cust-0164,sp-pj,2025-10-22,order,Synthetic order visit.
visit-0164-2,cust-0164,sp-pj,2026-01-02,order,Synthetic order visit.
visit-0164-3,cust-0164,sp-pj,2026-02-23,follow_up,Synthetic follow up visit.
visit-0164-4,cust-0164,sp-pj,2025-12-03,order,Synthetic order visit.
visit-0164-5,cust-0164,sp-pj,2026-01-27,closed,Synthetic closed visit.
visit-0165-1,cust-0165,sp-pj,2026-04-20,follow_up,Synthetic follow up visit.
visit-0165-2,cust-0165,sp-pj,2025-10-30,no_interest,Synthetic no interest visit.
visit-0165-3,cust-0165,sp-pj,2026-02-05,follow_up,Synthetic follow up visit.
visit-0165-4,cust-0165,sp-pj,2026-02-28,follow_up,Synthetic follow up visit.
visit-0165-5,cust-0165,sp-pj,2025-10-02,no_interest,Synthetic no interest visit.
visit-0166-1,cust-0166,sp-pj,2025-12-30,no_interest,Synthetic no interest visit.
visit-0166-2,cust-0166,sp-pj,2025-11-08,follow_up,Synthetic follow up visit.
visit-0167-1,cust-0167,sp-pj,2025-12-07,follow_up,Synthetic follow up visit.
visit-0167-2,cust-0167,sp-pj,2026-04-07,follow_up,Synthetic follow up visit.
visit-0167-3,cust-0167,sp-pj,2026-02-24,order,Synthetic order visit.
visit-0167-4,cust-0167,sp-pj,2026-04-20,follow_up,Synthetic follow up visit.
visit-0167-5,cust-0167,sp-pj,2026-02-10,no_interest,Synthetic no interest visit.
visit-0168-1,cust-0168,sp-pj,2025-12-21,no_interest,Synthetic no interest visit.
visit-0168-2,cust-0168,sp-pj,2026-01-27,follow_up,Synthetic follow up visit.
visit-0168-3,cust-0168,sp-pj,2026-02-16,no_interest,Synthetic no interest visit.
visit-0169-1,cust-0169,sp-pj,2026-04-16,order,Synthetic order visit.
visit-0169-2,cust-0169,sp-pj,2025-10-16,closed,Synthetic closed visit.
visit-0169-3,cust-0169,sp-pj,2026-02-23,follow_up,Synthetic follow up visit.
visit-0169-4,cust-0169,sp-pj,2025-12-20,closed,Synthetic closed visit.
visit-0169-5,cust-0169,sp-pj,2026-01-06,follow_up,Synthetic follow up visit.
visit-0170-1,cust-0170,sp-pj,2026-02-21,order,Synthetic order visit.
visit-0170-2,cust-0170,sp-pj,2025-12-25,follow_up,Synthetic follow up visit.
visit-0170-3,cust-0170,sp-pj,2026-04-16,order,Synthetic order visit.
visit-0171-1,cust-0171,sp-pj,2026-04-24,closed,Synthetic closed visit.
visit-0171-2,cust-0171,sp-pj,2025-11-26,follow_up,Synthetic follow up visit.
visit-0171-3,cust-0171,sp-pj,2025-10-05,order,Synthetic order visit.
visit-0171-4,cust-0171,sp-pj,2026-03-07,order,Synthetic order visit.
visit-0171-5,cust-0171,sp-pj,2025-10-14,follow_up,Synthetic follow up visit.
visit-0172-1,cust-0172,sp-pj,2025-12-17,order,Synthetic order visit.
visit-0172-2,cust-0172,sp-pj,2026-01-22,order,Synthetic order visit.
visit-0173-1,cust-0173,sp-pj,2025-10-03,follow_up,Synthetic follow up visit.
visit-0174-1,cust-0174,sp-pj,2025-09-23,order,Synthetic order visit.
visit-0174-2,cust-0174,sp-pj,2025-12-30,order,Synthetic order visit.
visit-0174-3,cust-0174,sp-pj,2025-12-01,order,Synthetic order visit.
visit-0175-1,cust-0175,sp-pj,2025-10-15,order,Synthetic order visit.
visit-0176-1,cust-0176,sp-pj,2026-04-29,order,Synthetic order visit.
visit-0177-1,cust-0177,sp-pj,2026-04-24,order,Synthetic order visit.
visit-0177-2,cust-0177,sp-pj,2026-02-08,no_interest,Synthetic no interest visit.
visit-0178-1,cust-0178,sp-pj,2026-03-03,follow_up,Synthetic follow up visit.
visit-0178-2,cust-0178,sp-pj,2026-04-19,follow_up,Synthetic follow up visit.
visit-0178-3,cust-0178,sp-pj,2026-01-04,follow_up,Synthetic follow up visit.
visit-0178-4,cust-0178,sp-pj,2025-11-06,follow_up,Synthetic follow up visit.
visit-0179-1,cust-0179,sp-pj,2026-01-06,follow_up,Synthetic follow up visit.
visit-0179-2,cust-0179,sp-pj,2025-11-25,order,Synthetic order visit.
visit-0180-1,cust-0180,sp-pj,2025-12-11,closed,Synthetic closed visit.
visit-0180-2,cust-0180,sp-pj,2025-09-19,order,Synthetic order visit.
visit-0180-3,cust-0180,sp-pj,2025-09-24,order,Synthetic order visit.
visit-0180-4,cust-0180,sp-pj,2025-12-09,order,Synthetic order visit.
visit-0180-5,cust-0180,sp-pj,2026-02-20,no_interest,Synthetic no interest visit.
visit-0181-1,cust-0181,sp-pj,2026-01-04,order,Synthetic order visit.
visit-0181-2,cust-0181,sp-pj,2025-10-31,order,Synthetic order visit.
visit-0181-3,cust-0181,sp-pj,2025-09-24,order,Synthetic order visit.
visit-0181-4,cust-0181,sp-pj,2026-03-03,follow_up,Synthetic follow up visit.
visit-0181-5,cust-0181,sp-pj,2026-03-31,follow_up,Synthetic follow up visit.
visit-0182-1,cust-0182,sp-pj,2025-09-11,no_interest,Synthetic no interest visit.
visit-0182-2,cust-0182,sp-pj,2026-01-14,closed,Synthetic closed visit.
visit-0182-3,cust-0182,sp-pj,2025-10-21,follow_up,Synthetic follow up visit.
visit-0182-4,cust-0182,sp-pj,2026-04-25,follow_up,Synthetic follow up visit.
visit-0183-1,cust-0183,sp-pj,2026-01-24,order,Synthetic order visit.
visit-0183-2,cust-0183,sp-pj,2026-04-23,order,Synthetic order visit.
visit-0183-3,cust-0183,sp-pj,2026-03-18,no_interest,Synthetic no interest visit.
visit-0184-1,cust-0184,sp-pj,2025-09-26,follow_up,Synthetic follow up visit.
visit-0184-2,cust-0184,sp-pj,2026-04-24,follow_up,Synthetic follow up visit.
visit-0185-1,cust-0185,sp-pj,2026-02-16,order,Synthetic order visit.
visit-0185-2,cust-0185,sp-pj,2026-01-13,order,Synthetic order visit.
visit-0186-1,cust-0186,sp-pj,2025-12-12,follow_up,Synthetic follow up visit.
visit-0186-2,cust-0186,sp-pj,2026-01-02,order,Synthetic order visit.
visit-0187-1,cust-0187,sp-pj,2026-01-29,follow_up,Synthetic follow up visit.
visit-0187-2,cust-0187,sp-pj,2026-04-05,no_interest,Synthetic no interest visit.
visit-0187-3,cust-0187,sp-pj,2026-03-19,closed,Synthetic closed visit.
visit-0188-1,cust-0188,sp-pj,2025-12-24,follow_up,Synthetic follow up visit.
visit-0188-2,cust-0188,sp-pj,2026-01-10,follow_up,Synthetic follow up visit.
visit-0188-3,cust-0188,sp-pj,2025-09-26,order,Synthetic order visit.
visit-0188-4,cust-0188,sp-pj,2025-11-29,order,Synthetic order visit.
visit-0189-1,cust-0189,sp-pj,2025-09-25,closed,Synthetic closed visit.
visit-0189-2,cust-0189,sp-pj,2026-02-19,no_interest,Synthetic no interest visit.
visit-0190-1,cust-0190,sp-pj,2026-03-16,follow_up,Synthetic follow up visit.
visit-0190-2,cust-0190,sp-pj,2026-03-24,follow_up,Synthetic follow up visit.
visit-0191-1,cust-0191,sp-pj,2026-01-11,follow_up,Synthetic follow up visit.
visit-0192-1,cust-0192,sp-pj,2025-09-28,order,Synthetic order visit.
visit-0192-2,cust-0192,sp-pj,2025-09-22,no_interest,Synthetic no interest visit.
visit-0192-3,cust-0192,sp-pj,2025-12-21,no_interest,Synthetic no interest visit.
visit-0193-1,cust-0193,sp-pj,2026-03-03,order,Synthetic order visit.
visit-0193-2,cust-0193,sp-pj,2026-04-15,follow_up,Synthetic follow up visit.
visit-0193-3,cust-0193,sp-pj,2025-10-06,follow_up,Synthetic follow up visit.
visit-0193-4,cust-0193,sp-pj,2025-12-04,order,Synthetic order visit.
visit-0193-5,cust-0193,sp-pj,2025-12-16,order,Synthetic order visit.
visit-0194-1,cust-0194,sp-pj,2026-02-27,order,Synthetic order visit.
visit-0195-1,cust-0195,sp-pj,2026-03-28,order,Synthetic order visit.
visit-0196-1,cust-0196,sp-pj,2026-02-12,follow_up,Synthetic follow up visit.
visit-0196-2,cust-0196,sp-pj,2025-12-20,no_interest,Synthetic no interest visit.
visit-0196-3,cust-0196,sp-pj,2025-11-06,order,Synthetic order visit.
visit-0196-4,cust-0196,sp-pj,2026-03-26,order,Synthetic order visit.
visit-0197-1,cust-0197,sp-pj,2025-09-16,no_interest,Synthetic no interest visit.
visit-0197-2,cust-0197,sp-pj,2025-11-29,follow_up,Synthetic follow up visit.
visit-0197-3,cust-0197,sp-pj,2026-01-24,closed,Synthetic closed visit.
visit-0197-4,cust-0197,sp-pj,2025-11-06,no_interest,Synthetic no interest visit.
visit-0197-5,cust-0197,sp-pj,2026-01-26,order,Synthetic order visit.
visit-0198-1,cust-0198,sp-pj,2025-09-19,follow_up,Synthetic follow up visit.
visit-0198-2,cust-0198,sp-pj,2025-12-28,follow_up,Synthetic follow up visit.
visit-0198-3,cust-0198,sp-pj,2025-10-08,order,Synthetic order visit.
visit-0198-4,cust-0198,sp-pj,2026-04-28,follow_up,Synthetic follow up visit.
visit-0199-1,cust-0199,sp-pj,2025-10-18,order,Synthetic order visit.
visit-0200-1,cust-0200,sp-pj,2026-04-29,follow_up,Synthetic follow up visit.
visit-0200-2,cust-0200,sp-pj,2025-09-26,closed,Synthetic closed visit.
visit-0200-3,cust-0200,sp-pj,2026-02-24,closed,Synthetic closed visit.
visit-0200-4,cust-0200,sp-pj,2026-04-14,no_interest,Synthetic no interest visit.
visit-0200-5,cust-0200,sp-pj,2025-12-21,order,Synthetic order visit.
visit-0201-1,cust-0201,sp-pj,2025-11-12,order,Synthetic order visit.
visit-0201-2,cust-0201,sp-pj,2025-11-28,follow_up,Synthetic follow up visit.
visit-0202-1,cust-0202,sp-pj,2026-03-19,closed,Synthetic closed visit.
visit-0202-2,cust-0202,sp-pj,2026-03-07,order,Synthetic order visit.
visit-0203-1,cust-0203,sp-pj,2025-09-16,follow_up,Synthetic follow up visit.
visit-0203-2,cust-0203,sp-pj,2025-11-11,follow_up,Synthetic follow up visit.
visit-0203-3,cust-0203,sp-pj,2026-03-30,order,Synthetic order visit.
visit-0204-1,cust-0204,sp-pj,2025-10-22,order,Synthetic order visit.
visit-0204-2,cust-0204,sp-pj,2026-02-09,order,Synthetic order visit.
visit-0205-1,cust-0205,sp-pj,2026-03-31,order,Synthetic order visit.
visit-0205-2,cust-0205,sp-pj,2026-04-17,no_interest,Synthetic no interest visit.
visit-0206-1,cust-0206,sp-pj,2026-03-04,order,Synthetic order visit.
visit-0206-2,cust-0206,sp-pj,2026-03-15,follow_up,Synthetic follow up visit.
visit-0206-3,cust-0206,sp-pj,2025-10-16,order,Synthetic order visit.
visit-0207-1,cust-0207,sp-pj,2025-11-25,no_interest,Synthetic no interest visit.
visit-0207-2,cust-0207,sp-pj,2025-10-24,order,Synthetic order visit.
visit-0207-3,cust-0207,sp-pj,2026-02-13,order,Synthetic order visit.
visit-0207-4,cust-0207,sp-pj,2026-02-27,closed,Synthetic closed visit.
visit-0208-1,cust-0208,sp-pj,2025-10-17,no_interest,Synthetic no interest visit.
visit-0209-1,cust-0209,sp-pj,2025-12-14,follow_up,Synthetic follow up visit.
visit-0209-2,cust-0209,sp-pj,2026-03-30,no_interest,Synthetic no interest visit.
visit-0209-3,cust-0209,sp-pj,2025-12-26,no_interest,Synthetic no interest visit.
visit-0209-4,cust-0209,sp-pj,2026-03-18,follow_up,Synthetic follow up visit.
visit-0209-5,cust-0209,sp-pj,2026-03-21,follow_up,Synthetic follow up visit.
visit-0210-1,cust-0210,sp-pj,2025-11-05,no_interest,Synthetic no interest visit.
visit-0210-2,cust-0210,sp-pj,2025-11-09,no_interest,Synthetic no interest visit.
visit-0211-1,cust-0211,sp-pj,2025-10-14,order,Synthetic order visit.
visit-0211-2,cust-0211,sp-pj,2026-04-01,order,Synthetic order visit.
visit-0211-3,cust-0211,sp-pj,2025-11-24,follow_up,Synthetic follow up visit.
visit-0211-4,cust-0211,sp-pj,2025-12-17,order,Synthetic order visit.
visit-0212-1,cust-0212,sp-pj,2026-04-20,order,Synthetic order visit.
visit-0212-2,cust-0212,sp-pj,2026-01-03,order,Synthetic order visit.
visit-0213-1,cust-0213,sp-pj,2026-02-28,follow_up,Synthetic follow up visit.
visit-0213-2,cust-0213,sp-pj,2025-12-18,no_interest,Synthetic no interest visit.
visit-0214-1,cust-0214,sp-pj,2025-12-01,no_interest,Synthetic no interest visit.
visit-0214-2,cust-0214,sp-pj,2026-04-26,order,Synthetic order visit.
visit-0214-3,cust-0214,sp-pj,2025-12-09,order,Synthetic order visit.
visit-0214-4,cust-0214,sp-pj,2025-12-29,closed,Synthetic closed visit.
